NOM_RBD;NOM_COM_RBD
ESCUELA PARTICULAR VILLA BOLDOS;TOLTÉN
ESCUELA PARTICULAR FRUTILLAR;TOLTÉN
LICEO MUNICIPAL BARROS ARANA;TEODORO SCHMIDT
COMPLEJO EDUCACIONAL NUEVA ALBORADA;TEODORO SCHMIDT
ESCUELA HORIZONTES;TEODORO SCHMIDT
ESCUELA ISLA LLICAN;TEODORO SCHMIDT
ESCUELA NOHUALHUE;TEODORO SCHMIDT
ESCUELA MALALHUE;TEODORO SCHMIDT
ESCUELA PUYEHUE;TEODORO SCHMIDT
ESCUELA DE RUCA-CURA;TEODORO SCHMIDT
ESCUELA LOS TRONCOS;TEODORO SCHMIDT
ESCUELA PARTICULAR PADRE ALEJANDRO ORTEGA;TEODORO SCHMIDT
ESCUELA PARTICULAR BAUTISTA;TEODORO SCHMIDT
ESCUELA PARTICULAR HUALPIN;TEODORO SCHMIDT
ESCUELA PARTICULAR ARTURO ALESSANDRI;TEODORO SCHMIDT
ESCUELA PARTICULAR QUILIMANZANO;TEODORO SCHMIDT
ESCUELA PARTICULAR QUILMER;TEODORO SCHMIDT
ESCUELA PARTICULAR REBECA MATTE BELLO;TEODORO SCHMIDT
ESCUELA PARTICULAR ALTO CHELLE;TEODORO SCHMIDT
ESCUELA PARTICULAR HUILO;TEODORO SCHMIDT
ESCUELA PARTICULAR PORMA;TEODORO SCHMIDT
ESCUELA PARTICULAR HUIDIMA;TEODORO SCHMIDT
ESCUELA RUCA COMCHE DE PELECOE;TEODORO SCHMIDT
ESCUELA PARTICULAR LAS DELICIAS;TEODORO SCHMIDT
ESCUELA PART. KOM PU LOF NI KIMELTUWE;TEODORO SCHMIDT
ESCUELA PARTICULAR BELLAVISTA;TEODORO SCHMIDT
ESCUELA PARTICULAR SAN MIGUEL DE TRAUHUE;TEODORO SCHMIDT
ESCUELA PARTICULAR BERNARDO O`HIGGINS;TEODORO SCHMIDT
LICEO REINO DE SUECIA;SAAVEDRA
ESCUELA BASICA COLLICO RANCO;SAAVEDRA
ESCUELA BASICA BARTOLO LLANCALEO;SAAVEDRA
ESCCUELA BASICA INALAFQUEN;SAAVEDRA
ESC. BASICA AUGUSTO WINTER TAPIA;SAAVEDRA
ESCUELA BASICA CALOF;SAAVEDRA
ESC. BASICA ANTONIO LADINO;SAAVEDRA
ESCUELA PARTICULAR SAN SEBASTIAN;SAAVEDRA
ESCUELA PARTICULAR PADRE JUAN WEVERING;SAAVEDRA
ESCUELA PARTICULAR HUAPI;SAAVEDRA
LICEO PART. SUBVENC. LA SIERRA;SAAVEDRA
ESCUELA PARTICULAR SOL NACIENTE;SAAVEDRA
ESCUELA PARTICULAR QUIFO;SAAVEDRA
ESCUELA PARTICULAR LLAGUEY;SAAVEDRA
ESCUELA PARTICULAR PERQUINAN;SAAVEDRA
ESCUELA PARTICULAR PIEDRA ALTA;SAAVEDRA
ESCUELA PARTICULAR DEUME;SAAVEDRA
ESCUELA PARTICULAR NUEVA RUCATRARO;SAAVEDRA
ESCUELA PARTICULAR CHEUCAN;SAAVEDRA
ESCUELA PARTICULAR NUEVO QUIFO;SAAVEDRA
ESCUELA PADRE ERNESTO WILHELM;SAAVEDRA
ESCUELA PARTICULAR SAN GASTON;SAAVEDRA
ESCUELA PARTICULAR LOS CISNES;SAAVEDRA
ESCUELA PARTICULAR DIEGO PORTALES;SAAVEDRA
ESCUELA PARTICULAR SANTA CRUZ;SAAVEDRA
ESCUELA PARTICULAR MANUEL ROJAS;SAAVEDRA
ESCUELA PARTICULAR DAGOBERTO GODOY;SAAVEDRA
ESCUELA RUCA RAQUI;SAAVEDRA
ESCUELA GABRIELA MISTRAL;SAAVEDRA
LICEO PUBLICO BICENTENARIO DE EXCELENCIA CLAUDIO ARRAU LEON;CARAHUE
ROMILIO ADRIAZOLA;CARAHUE
COMPLEJO EDUCACIONAL DARÍO SALAS;CARAHUE
ESCUELA BASICA KIM RUKA;CARAHUE
ESCUELA BASICA NEHUENTUE;CARAHUE
ESCUELA TRANAPUENTE;CARAHUE
ESCUELA MUNICIPAL DINAMARCA;CARAHUE
ESCUELA BASICA DINAMARCA, LUCERO;CARAHUE
ESCUELA BASICA PAILACOYAN;CARAHUE
ESCUELA VILLA LAS ARAUCARIAS;CARAHUE
ESCUELA CATRIPULLI;CARAHUE
ESCUELA BASICA CAMARONES;CARAHUE
ESCUELA BASICA PUYANGUE;CARAHUE
ESCUELA BASICA CHOMIO;CARAHUE
ESCUELA CULLINCO;CARAHUE
ESCUELA BASICA BAJO YUPEHUE;CARAHUE
ESCUELA BASICA MATTE Y SANCHEZ;CARAHUE
ESCUELA BASICA COI COI;CARAHUE
ESCUELA PARTICULAR ADVENTISTA;CARAHUE
ESCUELA PARTICULAR CHANGO;CARAHUE
ESCUELA PARTICULAR BAJO PELLAHUEN;GALVARINO
ESCUELA PARTICULAR CENTRO LONCOYAMO;CARAHUE
ESCUELA PARTICULAR COLONIA LAS NOCHAS;CARAHUE
ESCUELA PARTICULAR VISTA HERMOSA;CARAHUE
ESCUELA CODIHUE;CARAHUE
ESCUELA PARTICULAR ALTO TIRUA;CARAHUE
ESCUELA PARTICULAR PILMAIQUENCO;CARAHUE
ESCUELA PARTICULAR EL AMANECER;CARAHUE
ESCUELA PARTICULAR LA ALBORADA;CARAHUE
ESCUELA PARTIC.JOSE MIGUEL CARRERA;CARAHUE
ESCUELA PARTICULAR JAVIERA CARRERA;CARAHUE
ESCUELA PARTICULAR JOSE ABELARDO NUNEZ;NUEVA IMPERIAL
ESCUELA PARTICULAR LUIS CRUZ MARTINEZ;CARAHUE
ESCUELA PARTICULAR RAMON FREIRE;CARAHUE
ESCUELA PARTICULAR ALONSO DE ERCILLA;CARAHUE
ESCUELA PARTICULAR CLAUDIO MATTE;CARAHUE
COLEGIO DREAM HOUSE;CARAHUE
ESCUELA PARTICULAR LA MONTANA;CARAHUE
ESCUELA PARTICULAR CAMILO HENRIQUEZ;CARAHUE
ESCUELA PARTICULAR RUCATRARO;CARAHUE
LICEO INDUSTRIAL C-16 NUEVA IMPERIAL;NUEVA IMPERIAL
LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4;NUEVA IMPERIAL
LICEO BICENTENARIO JAMES MUNDELL;CHOLCHOL
ESCUELA ALEJANDRO GOROSTIAGA;NUEVA IMPERIAL
ESCUELA REPUBLICA;NUEVA IMPERIAL
ESCUELA JUAN XXIII;NUEVA IMPERIAL
FEDERICO GARC-A LORCA;NUEVA IMPERIAL
ESCUELA BASICA EL CRUCERO;NUEVA IMPERIAL
ESCUELA BASICA LOS AVELLANOS;CHOLCHOL
ESCUELA BASICA RAYEN RUNGI;CHOLCHOL
ESCUELA BASICA COIHUE CURACO;CHOLCHOL
ESCUELA EL COPIHUAL;NUEVA IMPERIAL
ESCUELA BASICA CATRIANCHE;NUEVA IMPERIAL
ESCUELA LOS CARRERA;LAUTARO
ESC.BASICA RAYEN MAHUIDA;NUEVA IMPERIAL
ESC. BASICA LA ARAUCARIA;NUEVA IMPERIAL
ESC. BASICA CHIVILCOYAN;NUEVA IMPERIAL
ESC. BASICA PICHIRAYEN;CHOLCHOL
ESC. BASICA SANTA CAROLINA;CHOLCHOL
ESC. BASICA MALALCHE BAJO;CHOLCHOL
ESC. BASICA CAMPANARIO;CHOLCHOL
ESCUELA ARENAS BLANCAS;NUEVA IMPERIAL
ESC. BASICA EL PROGRESO;CHOLCHOL
ESC. BASICA RUCAPANGUE;CHOLCHOL
ESC. BASICA ALTAMIRA;CHOLCHOL
ESC. BASICA LIFKO;NUEVA IMPERIAL
ESC. BASICA NUEVA AURORA;CHOLCHOL
ESC. BASICA SANTA MARIA DE BOROA;NUEVA IMPERIAL
ESC. BASICA LOS ROBLES;NUEVA IMPERIAL
ESCUELA BASICA MANIO DUCANAN;NUEVA IMPERIAL
LICEO AGRICOLA CHOL CHOL;CHOLCHOL
LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA;CHOLCHOL
LICEO SAN FCO DE ASIS DE NVA IMPERIAL;NUEVA IMPERIAL
LICEO SAN FRANCISCO DE ASIS DE CHOL CHOL;CHOLCHOL
COLEGIO ANGLICANO WILLIAM WILSON;CHOLCHOL
ESCUELA PARTICULAR BOROA;NUEVA IMPERIAL
ESCUELA PARTICULAR COILACO;CHOLCHOL
ESCUELA PARTICULAR ENTRE RIOS;NUEVA IMPERIAL
ESCUELA PARTICULAR LOS GUINDOS;NUEVA IMPERIAL
ESCUELA PARTICULAR SANTA ISABEL;CHOLCHOL
ESCUELA PARTICULAR LOMA LARGA;NUEVA IMPERIAL
ESCUELA PARTICULAR ALMAGRO;NUEVA IMPERIAL
ESCUELA PARTICULAR RULO;NUEVA IMPERIAL
ESCUELA PARTICULAR COPINCHE;CHOLCHOL
ESCUELA PARTICULAR DOLLIMCO;CHOLCHOL
ESCUELA PARTICULAR HUEICO;CHOLCHOL
ESCUELA PARTICULAR RENACO;CHOLCHOL
ESCUELA PARTICULAR PUEL MAPU;NUEVA IMPERIAL
ESCUELA PARTICULAR ALTO MANIO;NUEVA IMPERIAL
ESCUELA PARTICULAR SANTA MARIA;GALVARINO
ESCUELA PARTICULAR PIUHUICHEN;CHOLCHOL
ESCUELA PARTICULAR SAN ANTONIO;NUEVA IMPERIAL
ESCUELA PARTICULAR LIDIA RIQUELME;NUEVA IMPERIAL
ESCUELA PARTICULAR TRANAMIL RULO;NUEVA IMPERIAL
ESCUELA PARTICULAR PEDRO AGUIRRE CERDA;NUEVA IMPERIAL
ESCUELA PARTICULAR GABRIELA MISTRAL;NUEVA IMPERIAL
ESCUELA PARTICULAR ARTURO PRAT;CHOLCHOL
ESCUELA PARTICULAR FAIZI;NUEVA IMPERIAL
ESCUELA PARTICULAR AMBROSIO OHIGGINS;VILCÚN
ESCUELA PARTICULAR TRAYENCO;CHOLCHOL
ESCUELA PARTICULAR ANIBAL PINTO;NUEVA IMPERIAL
ESCUELA PARTICULAR INES DE SUAREZ;CHOLCHOL
ESCUELA PARTICULAR PROF.NIMIA RIVAS;CHOLCHOL
LICEO GREGORIO URRUTIA;GALVARINO
ESCUELA MUNICIPAL RIO QUILLEN;GALVARINO
ESCUELA BASICA DE LA PIEDRA;GALVARINO
ESCUELA BASICA MANIUCO;GALVARINO
ESCUELA SAN JUAN DE AILLINCO;GALVARINO
ESCUELA MUNICIPAL DE LLUQUENTUE;GALVARINO
ESCUELA BASICA TRABUNQUILLEM;GALVARINO
ESC. BASICA QUETRE;GALVARINO
ESCUELA BASICA DE EL CAPRICHO;GALVARINO
ESCUELA BASICA CHACAICO;GALVARINO
ESCUELA REDUCCION PANGUECO;GALVARINO
ESCUELA BASICA QUINAHUE;GALVARINO
ESCUELA DE HUAMPOMALLIN;GALVARINO
ESCUELA BASICA SANTA MARGARITA;GALVARINO
ESCUELA BASICA TRIF TRIFCO;GALVARINO
ESCUELA BASICA PELANTARO;GALVARINO
ESC. BASICA FORTIN NIELOL;GALVARINO
ESCUELA PARTICULAR SAN SEBASTIAN;GALVARINO
ESCUELA PARTICULAR ADVENTISTA;GALVARINO
ESCUELA PARTICULAR RAPA;GALVARINO
ESCUELA PARTICULAR PAILLAHUE;TRAIGUÉN
ESCUELA PARTICULAR REPOCURA;GALVARINO
ESCUELA MUNICIPAL NILPE;GALVARINO
ESCUELA PARTICULAR EL PROGRESO;GALVARINO
ESCUELA PARTICULAR RENICURA;GALVARINO
ESCUELA PARTICULAR BELLAVISTA;GALVARINO
ESCUELA PARTICULAR EL PERAL;GALVARINO
ESCUELA PARTICULAR EL JARDIN;GALVARINO
ESCUELA LLOLLETUE;TEMUCO
INSTITUTO COMERCIAL DE VALDIVIA;VALDIVIA
LICEO TECNICO VALDIVIA;VALDIVIA
LICEO SANTA MARIA LA BLANCA;VALDIVIA
LICEO ARMANDO ROBLES RIVERA;VALDIVIA
LICEO INDUSTRIAL VALDIVIA;VALDIVIA
LICEO POLITECNICO BENJAMIN VICUNA MACKENNA;VALDIVIA
ESCUELA CHILE;VALDIVIA
ESCUELA MEXICO;VALDIVIA
ESCUELA ESPANA;VALDIVIA
COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA;VALDIVIA
COLEGIO TENIENTE HERNAN MERINO CORREA;VALDIVIA
ESCUELA LEONARDO DA VINCI;VALDIVIA
COLEGIO BICENTENARIO DE MUSICA JUAN SEBASTIAN BACH;VALDIVIA
C.E.I.A. NARCISO GARCIA BARRIA;PUERTO MONTT
ESCUELA LAS ANIMAS;VALDIVIA
ESCUELA EL LAUREL;VALDIVIA
ESCUELA FEDOR M.DOSTOIEVSKI;VALDIVIA
ESCUELA FERNANDO SANTIVAN;VALDIVIA
ESCUELA ALEMANIA;VALDIVIA
ESCUELA ANGACHILLA;VALDIVIA
CENTRO EDUC.ADULTOS LUIS MOLL BRIONES;VALDIVIA
ESCUELA DE NIEBLA JUAN BOSCH;VALDIVIA
ESCUELA RURAL HUELLELHUE;VALDIVIA
ESCUELA RURAL CURINANCO;VALDIVIA
ESCUELA RURAL PUNUCAPA;VALDIVIA
ESCUELA RURAL CASA BLANCA;VALDIVIA
ESCUELA RURAL LOS GUINDOS;VALDIVIA
ESCUELA RURAL SANTO DOMINGO;VALDIVIA
ESCUELA RURAL PISHUINCO;VALDIVIA
ESCUELA RURAL MISION DE ARIQUE;VALDIVIA
ESCUELA RURAL LOS MOLINOS;VALDIVIA
ESCUELA RURAL CAYUMAPU;VALDIVIA
ESCUELA RURAL ANDRES FRIED KOPP;VALDIVIA
ESCUELA RURAL LOS PELLINES;VALDIVIA
COLEGIO SANTA MARTA DE VALDIVIA;VALDIVIA
COLEGIO AUSTRAL;VALDIVIA
INSTITUTO SALESIANO;VALDIVIA
COLEGIO NUESTRA SENORA DEL CARMEN;VALDIVIA
COLEGIO MARIA AUXILIADORA;VALDIVIA
INSTITUTO EDUCACIONAL COLLICO;VALDIVIA
COLEGIO METODISTA LA TRINIDAD;VALDIVIA
COLEGIO ADVENTISTA DE VALDIVIA;VALDIVIA
COLEGIO ALONSO DE ERCILLA;VALDIVIA
COLEGIO VALLE DE LOS RIOS;VALDIVIA
COLEGIO WINDSOR SCHOOL;VALDIVIA
INSTITUTO ALEMAN CARLOS ANWANDTER;VALDIVIA
LICEO SAN LUIS DE ALBA;MARIQUINA
ESCUELA PARTICULAR EL BOSQUE;LAGO RANCO
COLEGIO PELCHUQUIN;MARIQUINA
LICEO POLITECNICO PESQUERO;MARIQUINA
ESCUELA RURAL MAIQUILLAHUE;MARIQUINA
ESCUELA RURAL MISSISSIPPI;MARIQUINA
ESCUELA RURAL HUIFCO;MARIQUINA
ESCUELA RURAL ALFONSO OSSES PEREZ;MARIQUINA
ESC.RURAL JORGE ROBERTO FONTANNAZ BLUAS;MARIQUINA
ESCUELA RURAL INIPULLI;MARIQUINA
ESCUELA FRAY BERNABE DE LUCERNA;MARIQUINA
ESCUELA RURAL OSVALDO FERNANDEZ V.;MARIQUINA
ESCUELA RURAL PAILLACO;MARIQUINA
ESCUELA RURAL LINGUENTO;MARIQUINA
ESCUELA RURAL FLORA MARTIN IMIGO;MARIQUINA
ESCUELA VALLE DE MARIQUINA;MARIQUINA
ESC.RURAL JUAN POBLETE SAINT-SIMON;MARIQUINA
ESCUELA RURAL TRALCAO;MARIQUINA
LICEO BICENTENARIO SANTA CRUZ;MARIQUINA
SEMINARIO SAN FIDEL;MARIQUINA
LICEO BICENTENERIO DE EXCELENCIA CAMILO HENRIQUEZ GONZALEZ DE LANCO.;LANCO
ESCUELA FELIPE BARTHOU CORBEAUX;LANCO
LICEO REPUBLICA DEL BRASIL;LANCO
ESCUELA RURAL REDUCCION ANTILHUE;LANCO
ESCUELA RURAL RUCAKLEN;LANCO
ESCUELA RURAL PUQUINE BAJO;LANCO
ESCUELA RURAL AYLIN;LANCO
ESCUELA ALBERTO CORDOVA LATORRE;LANCO
ESCUELA PARTICULAR PADRE CARLOS;LANCO
ESCUELA PARTICULAR SAN FRANCISCO;LANCO
ESCUELA PARTICULAR GUIDO BECK;LANCO
LICEO PADRE ALCUINO;LANCO
COLEGIO MARIA REINA;LANCO
LICEO BICENTENARIO ALBERTO BLEST GANA;LOS LAGOS
ESCUELA FRANCIA;LOS LAGOS
ESCUELA NEVADA;LOS LAGOS
ESCUELA RURAL FOLILCO;LOS LAGOS
ESCUELA NUEVA ESPANA;LOS LAGOS
ESCUELA RURAL ANTILHUE;LOS LAGOS
ESCUELA RURAL USTARITZ;LOS LAGOS
ESCUELA RURAL COMUNIDAD STA CARLA;LOS LAGOS
ESCUELA RURAL LAS HUELLAS;LOS LAGOS
ESCUELA RURAL EL SALTO;LOS LAGOS
ESCUELA RURAL ENRIQUE HEVIA LABBE;LOS LAGOS
ESCUELA RURAL ALICIA MERA OVALLE;LOS LAGOS
ESCUELA PARTICULAR LOS MAITENES;LOS LAGOS
ESCUELA PARTICULAR HUAIQUIMILLA;LOS LAGOS
ESCUELA PARTICULAR EL FAROL;LOS LAGOS
ESCUELA PARTICULAR PATAGONIA;LOS LAGOS
ESCUELA COLEGUAL NUM.32;LOS LAGOS
ESCUELA PARTICULAR COVADONGA;LOS LAGOS
ESCUELA PARTICULAR SANTA ANA;LOS LAGOS
ESCUELA PARTICULAR MI TIERRA;LOS LAGOS
COLEGIO JOSE MANUEL BALMACEDA FÉRNANDEZ;FUTRONO
ESCUELA RURAL NONTUELA;FUTRONO
ESCUELA FRONTERIZA DE LLIFEN;FUTRONO
ESCUELA RURAL LONCOPAN BAJO;FUTRONO
ESCUELA RURAL LOS CERRILLOS;FUTRONO
ESCUELA RURAL EL LLOLLY;PAILLACO
ESCUELA RURAL ISLA HUAPI;FUTRONO
ESCUELA RURAL VISTA HERMOSA;FUTRONO
ESCUELA RURAL PUMOL;FUTRONO
ESCUELA RURAL HUEINAHUE;FUTRONO
ESCUELA RURAL CURRINE;FUTRONO
COLEGIO MARIA DEOGRACIA;FUTRONO
LICEO SAN CONRADO DE FUTRONO;FUTRONO
ESCUELA PARTICULAR CHOLLINCO;FUTRONO
ESCUELA PARTICULAR CHIHUIO;FUTRONO
LICEO BICENTENARIO DE EXCELENCIA CARLOS HAVERBECK RICHTER;CORRAL
ESCUELA BASICA DE CORRAL;CORRAL
ESCUELA RURAL TRES CHIFLONES ALTO;CORRAL
ESCUELA RURAL CARBONEROS;CORRAL
ESCUELA RURAL LA AGUADA;CORRAL
ESCUELA RURAL SAN CARLOS;CORRAL
ESCUELA RURAL EL HUAPE;CORRAL
ESCUELA RURAL CHAIHUIN;CORRAL
ESCUELA RURAL LAS COLORADAS;CORRAL
LICEO BICENTENARIO GABRIELA MISTRAL;MÁFIL
ESCUELA ARTÍSTICA ALABAMA;MÁFIL
ESCUELA RURAL PUTREGUEL;MÁFIL
ESCUELA RURAL SANTA HIGIDIA;MÁFIL
ESCUELA RURAL HUILLICOIHUE;MÁFIL
ESCUELA RURAL ENRIQUE TALADRIZ;MÁFIL
ESCUELA RURAL RUNCA;MÁFIL
LICEO SANTO CURA DE ARS;MÁFIL
CENTRO EDUCATIVO FERNANDO SANTIVAN;PANGUIPULLI
ESCUELA MARIA ALVARADO GARAY;PANGUIPULLI
ESCUELA RURAL PANGUILELFUN;PANGUIPULLI
ESCUELA RURAL PITREN;PANGUIPULLI
ESCUELA RURAL HUITAG;PANGUIPULLI
ESCUELA MANUEL ANABALÓN SÁEZ;PANGUIPULLI
ESCUELA RURAL LA RINCONADA;PANGUIPULLI
ESCUELA RURAL PULLINQUE;PANGUIPULLI
ESCUELA RURAL HUELLAHUE;PANGUIPULLI
ESCUELA BASICA REPUBLICA DE CHILE;PANGUIPULLI
ESCUELA RURAL EL MANZANO;PANGUIPULLI
ESCUELA RURAL COZ COZ;PANGUIPULLI
ESCUELA RURAL LAGO AZUL;PANGUIPULLI
ESCUELA RURAL LLANCAHUE;PANGUIPULLI
ESCUELA RURAL CACIQUE AILLAPAN;PANGUIPULLI
ESCUELA ESTADIO;VILLARRICA
ESCUELA ALIHUEN;VILLARRICA
ESCUELA RURAL CARRIRINE;PANGUIPULLI
ESCUELA RURAL MALCHEHUE;PANGUIPULLI
ESCUELA RURAL BOCATOMA;PANGUIPULLI
COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA;PANGUIPULLI
ESCUELA RURAL COIHUECO;PANGUIPULLI
ESCUELA RURAL CAYUMAPU;PANGUIPULLI
ESCUELA RURAL LAGO NELTUME;PANGUIPULLI
ESCUELA RURAL PUNAHUE;PANGUIPULLI
ESCUELA RURAL REHUEICO;PANGUIPULLI
ESCUELA RURAL MILLEUCO;PANGUIPULLI
ESCUELA RURAL LLONQUEN;PANGUIPULLI
ESCUELA RURAL CACHIN;PANGUIPULLI
LICEO PADRE SIGISFREDO;PANGUIPULLI
ESCUELA PART. PADRE ENRIQUE ROMER;PANGUIPULLI
ESCUELA PARTICULAR PELEHUE;PANGUIPULLI
ESCUELA PARTICULAR PUCURA;PANGUIPULLI
ESCUELA PARTICULAR PAMPA NANCUL;PANGUIPULLI
ESCUELA PARTICULAR LIQUINE;PANGUIPULLI
ESCUELA FRANCISCO DE ASIS;PANGUIPULLI
ESCUELA PARTICULAR NUEVA LIQUINE;PANGUIPULLI
ESCUELA PARTICULAR EL PORVENIR;PANGUIPULLI
ESCUELA PARTICULAR TRAITRAICO;PANGUIPULLI
COL. DE ARTES, CIENCIA Y TEC. DA VINCI;PANGUIPULLI
ESCUELA PARTICULAR TRELEHUENO;PANGUIPULLI
ESCUELA PARTICULAR PADRE BERGER;PANGUIPULLI
COLEGIO DE CULTURA Y DIFUSION ARTISTICA;LA UNIÓN
LICEO BICENTENARIO RECTOR ABDON ANDRADE COLOMA;LA UNIÓN
ESCUELA LA UNION;LA UNIÓN
ESCUELA PRESIDENTE JORGE ALESSANDRI R.;LA UNIÓN
ESCUELA RADIMADI;LA UNIÓN
COLEGIO TECNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS;LA UNIÓN
ESCUELA RURAL CATAMUTUN;LA UNIÓN
ESCUELA RURAL CHOROICO;LA UNIÓN
ESCUELA RURAL PUERTO NUEVO;LA UNIÓN
ESCUELA RURAL LOS ESTEROS;LA UNIÓN
ESCUELA RURAL FOLLECO;LA UNIÓN
ESCUELA RURAL CUINCO;LA UNIÓN
ESCUELA RURAL HUILLINCO;LA UNIÓN
ESCUELA RURAL TRAIGUEN;LA UNIÓN
ESCUELA RURAL CARIMANCA;LA UNIÓN
ESCUELA RURAL FLOR M. MUNDACA H.;LA UNIÓN
ESCUELA ALDEA CAMPESINA;LA UNIÓN
ESCUELA RURAL LLANCACURA;LA UNIÓN
ESCUELA RURAL MASHUE;LA UNIÓN
ESCUELA RURAL PILPILCAHUIN;LA UNIÓN
ESCUELA RURAL EL HUAPE;LA UNIÓN
ESCUELA RURAL LOS CHILCOS;LA UNIÓN
ESCUELA RURAL HUACAHUE;LA UNIÓN
COLEGIO ALEMAN R.A. PHILIPPI;LA UNIÓN
COLEGIO SANTA MARTA;LA UNIÓN
COLEGIO PADRE DAMIAN;LA UNIÓN
ESCUELA PARTICULAR CAMPO LINDO;PAILLACO
ESCUELA PARTICULAR LOS AVELLANOS;LA UNIÓN
ESCUELA PARTICULAR MONTES AZULES;LA UNIÓN
ESCUELA PARTICULAR TRES VENTANAS;LA UNIÓN
ESCUELA PARTICULAR PUMAIHUE;LA UNIÓN
LICEO RODULFO AMANDO PHILIPPI;PAILLACO
ESCUELA PROYECTO DE FUTURO;PAILLACO
ESCUELA OLEGARIO MORALES OLIVA;PAILLACO
ESCUELA NUEVA AURORA;PAILLACO
ESCUELA ROBERTO OJEDA TORRES;PAILLACO
ESCUELA RURAL 21 DE MAYO;PAILLACO
ESCUELA RURAL EL NARANJO;PAILLACO
ESCUELA RURAL MANAO;PAILLACO
ESCUELA RURAL ESTRELLA DE CHILE;PAILLACO
ESCUELA RURAL LA PENA;PAILLACO
ESCUELA RURAL EDUVIGES SCHULZ DE MOHR;PAILLACO
ESCUELA PARTICULAR ALEMANA;PAILLACO
ESCUELA PADRE ALEJANDRO CORCUERA MARTINEZ;PAILLACO
LICEO VICENTE PEREZ ROSALES;RÍO BUENO
ESCUELA BASICA RIO BUENO;RÍO BUENO
ESCUELA BASICA PATRICIO LYNCH;RÍO BUENO
ESCUELA BASICA SAN JOSE DE FILUCO;RÍO BUENO
COLEGIO BICENTENARIO CRUCERO OSCAR DANIEL;RÍO BUENO
ESCUELA RURAL VIVANCO;RÍO BUENO
ESCUELA RURAL CARIMALLIN BAJO;RÍO BUENO
ESCUELA RURAL COLONIA DIUMEN;RÍO BUENO
ESCUELA RURAL TIQUECO;RÍO BUENO
ESCUELA RURAL VALLE MANTILHUE BAJO;RÍO BUENO
ESCUELA RURAL MANTILHUE ALTO;RÍO BUENO
ESCUELA RURAL CURRALHUE GRANDE;RÍO BUENO
ESCUELA RURAL FOLILCO;RÍO BUENO
ESCUELA RURAL FUTAHUENTE;RÍO BUENO
ESCUELA RURAL CHAMPULLI;RÍO BUENO
ESCUELA RURAL CHIRRE;RÍO BUENO
ESCUELA RURAL PISU-PISUE;RÍO BUENO
ESCUELA RURAL TRAPI;RÍO BUENO
ESCUELA RURAL CURRALHUE CHICO;RÍO BUENO
ESCUELA RURAL EL ARRAYAN;RÍO BUENO
COLEGIO SANTA CRUZ;RÍO BUENO
ESCUELA PART LA AGUADA;RÍO BUENO
ESCUELA PARTICULAR NUEVA LUMACO;RÍO BUENO
ESCUELA PARTICULAR NUEVA PINDACO;RÍO BUENO
ESCUELA PARTICULAR BOQUIAL;RÍO BUENO
ESCUELA CHISCAIHUE;RÍO BUENO
ESCUELA PARTICULAR TRAPI;RÍO BUENO
ESCUELA PARTICULAR TREHUACO;RÍO BUENO
ESCUELA PARTICULAR NUEVA ESPERANZA;RÍO BUENO
ESCUELA PARTICULAR LOS AZADORES;RÍO BUENO
ESCUELA RURAL SANTA ISABEL;RÍO BUENO
ESCUELA PARTICULAR EL RADAL;RÍO BUENO
LICEO ANTONIO VARAS;LAGO RANCO
ESCUELA RURAL ILIHUE;LAGO RANCO
ESCUELA RURAL PITRENO;LAGO RANCO
ESCUELA RURAL RININAHUE;LAGO RANCO
ESCUELA RURAL CALCURRUPE;LAGO RANCO
ESCUELA RURAL ILLAHUAPI;LAGO RANCO
ESCUELA RURAL QUILLIN;LAGO RANCO
ESCUELA RURAL LA ENSENADA;LAGO RANCO
ESCUELA RURAL LA JUNTA;LAGO RANCO
ESCUELA RURAL PITRIUCO;LAGO RANCO
ESCUELA PARTICULAR CARRAN;LAGO RANCO
ESCUELA PARTICULAR LOS GUINDOS;LAGO RANCO
ESCUELA PARTICULAR RUPUMEICA;LAGO RANCO
ESCUELA PARTICULAR POCURA;LAGO RANCO
ESCUELA PARTICULAR HUEIMEN;LAGO RANCO
ESCUELA PARTICULAR SAN SEBASTIÁN DE CHANCOYAN;VALDIVIA
COLEGIO INTI SUYAY;OSORNO
LICEO CARMELA CARVAJAL DE PRAT;OSORNO
LICEO INDUSTRIAL OSORNO;OSORNO
LICEO RAHUE;OSORNO
LICEO ELEUTERIO RAMIREZ;OSORNO
INSTITUTO COMERCIAL DE OSORNO;OSORNO
ESCUELA JUAN RICARDO SANCHEZ ASCENCIO;OSORNO
ESCUELA ESPAÑA;OSORNO
ESCUELA EFRAIN CAMPANA SILVA;OSORNO
ESCUELA SUIZA;OSORNO
ESCUELA FUNDACION PAUL HARRIS;OSORNO
ESCUELA GARCIA HURTADO DE MENDOZA;OSORNO
ESCUELA LEONILA FOLCH LOPEZ;OSORNO
ESCUELA N.88 CANADA;OSORNO
ESCUELA CLAUDIO ARRAU;OSORNO
ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX;OSORNO
