NOM_RBD;NOM_COM_RBD
ESCUELA MEXICO DE MICHOACAN;OSORNO
ESCUELA N. 46 ITALIA;OSORNO
ESCUELA DEPORTIVA OSORNO;OSORNO
ESCUELA CARLOS CONDELL;OSORNO
ESCUELA DE ARTES Y CULTURA OSORNO;OSORNO
ESCUELA SOCIEDAD DE SOCORRO DE SEÑORAS;OSORNO
ESCUELA RURAL LUZ Y SABER;OSORNO
ESCUELA RURAL EMILIO SURBER SCHULZ;OSORNO
ESCUELA RURAL PELLECO;OSORNO
ESCUELA RURAL PUCOIHUE;OSORNO
ESCUELA RURAL TRINQUICAHUIN;OSORNO
ESCUELA RURAL MARIA LUISA BOMBAL;OSORNO
ESCUELA RURAL SANTA ROSA;OSORNO
ESCUELA AGROECOLOGICA PICHIL;OSORNO
ESCUELA RURAL FORRAHUE;OSORNO
ESCUELA RURAL CANCHA LARGA;OSORNO
ESCUELA RURAL WALTERIO MEYER RUSCA;OSORNO
ESCUELA RURAL LUMACO;OSORNO
ESCUELA RURAL CHACAYAL;OSORNO
ESCUELA RURAL LOS ABEDULES;OSORNO
ESCUELA RURAL TACAMO ALTO;OSORNO
ESCUELA PARTICULAR N.137 ARTURO ALESSANDRI;OSORNO
COLEGIO SAN JOSE;OSORNO
ESCUELA PARTICULAR N.130 AURORA DE CHILE;OSORNO
COLEGIO BETEL;OSORNO
COLEGIO BALDOMERO LILLO;OSORNO
COLEGIO SANTA MARTA;OSORNO
COLEGIO WILLIAM BOOTH;OSORNO
COLEGIO RENE SORIANO BORQUEZ;OSORNO
ESCUELA PARTICULAR N.134 ADVENTISTA;OSORNO
COLEGIO SAN MATEO;OSORNO
ESCUELA PARTICULAR N.127 VIRGEN DE CANDELARIA;OSORNO
LICEO ALIANZA FRANCESA CLAUDE GAY;OSORNO
INSTITUTO ALEMAN DE OSORNO;OSORNO
LICEO OSORNO COLLEGE;OSORNO
ESCUELA BASICA SAN PABLO;SAN PABLO
ESCUELA DELICIO CARDENAS BUSTAMANTE;SAN PABLO
ESCUELA RURAL QUITRA QUITRA;SAN PABLO
ESCUELA RURAL ALEJANDRO VASQUEZ BALDEVELLANO;SAN PABLO
ESCUELA RURAL VILLA CARACOL;SAN PABLO
ESCUEAL RURAL QUILEN;SAN PABLO
ESCUELA RURAL TRUMAO;SAN PABLO
ESCUELA RURAL JULIO MOHR SCHULER;SAN PABLO
ESCUELA RURAL LA POZA;SAN PABLO
ESCUELA PARTICULAR N.143 SANTA CRUZ;SAN PABLO
COLEGIO ALEMAN;PUERTO VARAS
ESCUELA PARTICULAR N.145 QUITRA QUITRA;SAN PABLO
ESCUELA PARTICULAR N.148 LOLOLHUE;SAN PABLO
ESCUELA PARTICULAR N.150 SANTA ROSA;SAN PABLO
ESCUELA PARTICULAR N.151 PUCOPIO;SAN PABLO
COLEGIO QUILACAHUIN;SAN PABLO
ESCUELA PARTICULAR N.153 EL ROBLE;SAN PABLO
ESCUELA PARTICULAR N.146 ROSARIO DE LAS ANIMAS;SAN PABLO
ESCUELA ENTRE LAGOS;PUYEHUE
ESCUELA RURAL ARMANDO SCHEUCH EPPLE;PUYEHUE
ESCUELA RURAL LOS PELLINES;PUYEHUE
ESCUELA RURAL EL ENCANTO;PUYEHUE
ESCUELA RURAL RADALES;PUYEHUE
ESCUELA RURAL ÑADY;PUYEHUE
ESCUELA RURAL ESTACION NUEVO PORVENIR;PUYEHUE
ESCUELA RURAL PILMAIQUEN;PUYEHUE
ESCUELA RURAL DESAGUE RUPANCO;PUYEHUE
ESCUELA RURAL FUTACUHIN;PUYEHUE
ESCUELA RURAL TERMAS DE PUYEHUE;PUYEHUE
ESCUELA RURAL SANTA ELVIRA;PUYEHUE
LICEO BICENTENARIO PEOPLE HELP PEOPLE DE PILMAIQUEN;PUYEHUE
ESCUELA ALBERTO HURTADO;PUERTO OCTAY
ESCUELA RURAL ADMINISTRACION RUPANCO;PUERTO OCTAY
ESCUELA RURAL LAS CASCADAS;PUERTO OCTAY
ESCUELA RURAL EL ISLOTE RUPANCO;PUERTO OCTAY
ESCUELA RURAL LA PELLINADA;PUERTO OCTAY
ESCUELA RURAL LAGUNA BONITA;PUERTO OCTAY
ESCUELA RURAL NOCHACO;PUERTO OCTAY
ESCUELA PARTICULAR N.179 NOCHACO;PUERTO OCTAY
ESCUELA PARTICULAR N.181 LAS GAVIOTAS;PUERTO OCTAY
LICEO BICENTENARIO TOMAS BURGOS;PURRANQUE
ESCUELA BERTOLDO HOFMANN KAHLER;PURRANQUE
ESCUELA VILLA LO BURGOS;PURRANQUE
CENTRO EDUCACION INTEGRAL DE ADULTOS;PURRANQUE
ESCUELA RURAL LA PAZ;PURRANQUE
ESCUELA RURAL ANTONIO SEGUNDO FERNANDEZ PORTALES;PURRANQUE
ESCUELA RURAL LOS RISCOS;PURRANQUE
ESCUELA RURAL CRUCERO NUEVO;PURRANQUE
ESCUELA PURRANQUE;PURRANQUE
ESCUELA RURAL CONCORDIA;PURRANQUE
ESCUELA RURAL NUEVA ISRAEL;PURRANQUE
COLEGIO PRECIOSA SANGRE;PURRANQUE
ESCUELA RURAL MANQUEMAPU;PURRANQUE
ESCUELA ANDREW JACKSON;RÍO NEGRO
LICEO JOSE TORIBIO MEDINA;RÍO NEGRO
ESCUELA RIO NEGRO;RÍO NEGRO
COLEGIO RIACHUELO;RÍO NEGRO
ESCUELA RURAL RAMON PUSCHEL APPEL;RÍO NEGRO
ESCUELA RURAL HUILMA GRANDE;RÍO NEGRO
ESCUELA RURAL LOS CASTAÑOS;RÍO NEGRO
ESCUELA RURAL COSTA RIO BLANCO;RÍO NEGRO
ESCUELA RURAL CALETA HUELLELHUE;RÍO NEGRO
COLEGIO SAGRADA FAMILIA;RÍO NEGRO
ESCUELA RURAL LLAHUALCO;RÍO NEGRO
ESCUELA RURAL SAN JOSE;RÍO NEGRO
ESCUELA PARTICULAR N.184 VISTA HERMOSA;RÍO NEGRO
LICEO AGRICOLA `VISTA HERMOSA`;RÍO NEGRO
ESCUELA RURAL PULOTRE;SAN JUAN DE LA COSTA
ESCUELA RURAL PUAUCHO;SAN JUAN DE LA COSTA
ESCUELA RURAL LOMA DE LA PIEDRA;SAN JUAN DE LA COSTA
ESCUELA RURAL PUÑINQUE;SAN JUAN DE LA COSTA
ESCUELA RURAL PUCATRIHUE;SAN JUAN DE LA COSTA
ESCUELA RURAL LIUCURA;SAN JUAN DE LA COSTA
ESCUELA RURAL PURREHUIN;SAN JUAN DE LA COSTA
ESCUELA RURAL BAHIA MANSA;SAN JUAN DE LA COSTA
ESCUELA RURAL CARRICO;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.163 LAFQUELMAPU;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.161 HACIENDA HUITRAPULLI;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.157 PURRUCALHUE;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.164 TROSCO;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.156 CHANCO;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.168 CUMILELFU;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.169 LOS HUALLES;SAN JUAN DE LA COSTA
COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.166 MONTE VERDE;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.172 PUNOTRO;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.173 HUAMPUTUE;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.160 MILLAHUAIMO;SAN JUAN DE LA COSTA
ESCUELA PARTICULAR N.154 HUITRAPULLI;SAN JUAN DE LA COSTA
ESCUELA DE ADULTOS RELONCAVI;PUERTO MONTT
LICEO INDUSTRIAL PUERTO MONTT;PUERTO MONTT
INSTITUTO COMERCIAL DE PUERTO MONTT;PUERTO MONTT
LICEO DE HOMBRES MANUEL MONTT;PUERTO MONTT
LICEO ISIDORA ZEGERS DE HUNEEUS;PUERTO MONTT
LICEO ANDRES BELLO;PUERTO MONTT
ESCUELA ESPANA;PUERTO MONTT
ESCUELA N°2 REPUBLICA ARGENTINA;PUERTO MONTT
ESCUELA N 10 ANGELMO;PUERTO MONTT
ESCUELA CAPITAN ARTURO PRAT CHACON;PUERTO MONTT
ESCUELA MIRASOL;PUERTO MONTT
ESCUELA N 5 MIRAMAR;PUERTO MONTT
ESCUELA N 7 ARABE-SIRIA;PUERTO MONTT
ESCUELA N 3 MELIPULLI;PUERTO MONTT
COLEGIO DARIO SALAS;PUERTO MONTT
ESCUELA BELLAVISTA;PUERTO MONTT
ESCUELA BASICA GABRIELA MISTRAL;PUERTO MONTT
ESCUELA CHILOE;PUERTO MONTT
ESCUELA BASICA SANTA INES;PUERTO MONTT
ESCUELA ROTARIO PEDRO AVELINO BRAVO;PUERTO MONTT
ESCUELA LIBERTAD;PUERTO MONTT
ESCUELA MARCELA PAZ;PUERTO MONTT
ESCUELA DE CULTURA Y DIFUSION ARTISTICA;PUERTO MONTT
COLEGIO TECNICO PROFESIONAL PIEDRA AZUL;PUERTO MONTT
ESCUELA RURAL LENCA;PUERTO MONTT
ESCUELA RURAL MAILLEN;PUERTO MONTT
ESCUELA RURAL PELLUCO;PUERTO MONTT
ESCUELA RURAL CORRENTOSO;PUERTO MONTT
ESCUELA ALERCE HISTORICO;PUERTO MONTT
ESCUELA RURAL COLONIA METRENQUEN;PUERTO MONTT
ESCUELA RURAL SENDA SUR;PUERTO MONTT
ESCUELA RURAL LOS COLONOS;PUERTO MONTT
ESCUELA CAYENEL;PUERTO MONTT
ESCUELA RURAL LA CHAMIZA;PUERTO MONTT
CENTRO DE EDUCACION DE ADULTOS JOSE BERNARDO SUAREZ;PUERTO MONTT
COLEGIO ISLA TENGLO;PUERTO MONTT
ESCUELA RURAL ILQUE;PUERTO MONTT
ESCUELA RURAL CARE - CHILE;PUERTO MONTT
ESCUELA RURAL LAGUNITAS;PUERTO MONTT
ESCUELA RURAL CHAICAS;PUERTO MONTT
ESCUELA RURAL LOS PIONEROS DE SALTO CHICO;PUERTO MONTT
ESCUELA RURAL TRAPEN;PUERTO MONTT
ESCUELA RURAL CHINQUIHUE ALTO;PUERTO MONTT
ESCUELA RURAL METRI;PUERTO MONTT
ESCUELA RURAL HUELMO;PUERTO MONTT
ESCUELA RURAL COLONIA EL GATO;PUERTO MONTT
ESCUELA RURAL RIO CHICO;PUERTO MONTT
ESCUELA RURAL LA PALOMA;PUERTO MONTT
ESCUELA RURAL TEPUAL;PUERTO MONTT
ESCUELA RURAL LA VARA;PUERTO MONTT
ESCUELA RURAL MAILLEN-PUQUELDON;PUERTO MONTT
ESCUELA RURAL LAUCA;PUERTO MONTT
ESCUELA RURAL PICHIQUILLAIPE;PUERTO MONTT
ESCUELA RURAL RIO BLANCO;PUERTO MONTT
ESCUELA RURAL ·PUNTILLA TENGLO;PUERTO MONTT
ESCUELA RURAL PELLINES DEL SALTO;PUERTO MONTT
ESCUELA RURAL ALTO BONITO;PUERTO MONTT
ESCUELA RURAL SALTO GRANDE;PUERTO MONTT
ESCUELA ANAHUAC;PUERTO MONTT
ESCUELA RURAL CALETA LA ARENA;PUERTO MONTT
COLEGIO SALESIANO PADRE JOSE FERNANDEZ PEREZ;PUERTO MONTT
COLEGIO SAN FRANCISCO JAVIER;PUERTO MONTT
COLEGIO ARRIARAN BARROS;PUERTO MONTT
COLEGIO EJERCITO DE SALVACIÓN;PUERTO MONTT
INSTITUTO POLITECNICO MARIA AUXILIADORA;PUERTO MONTT
COLEGIO SANTO TOMAS DE PUERTO MONTT;PUERTO MONTT
COLEGIO INMACULADA CONCEPCION;PUERTO MONTT
COLEGIO SAN JOSE PUERTO MONTT;PUERTO MONTT
ESCUELA PARTICULAR N. 197 SAN IGNACIO;PUERTO MONTT
COLEGIO SAN ANTONIO;PUERTO MONTT
ESCUELA PARTICULAR N. 193 NUEVA PANITAO;PUERTO MONTT
INSTITUTO ALEMAN DE PUERTO MONTT;PUERTO MONTT
THE AMERICAN SCHOOL;PUERTO MONTT
LICEO PEDRO AGUIRRE CERDA;PUERTO VARAS
COLEGIO ROSITA NOVARO DE NOVARO PUERTO VARAS;PUERTO VARAS
ESCUELA GRUPO ESCOLAR;PUERTO VARAS
CNB ARTISTICO;PUERTO VARAS
ESCUELA RURAL COLONIA RIO SUR;PUERTO VARAS
ESCUELA RURAL SANTA MARIA;PUERTO VARAS
ESCUELA RURAL JOSE WERNER MEIXNER;PUERTO VARAS
ESCUELA RURAL REINALDO RADDATZ HARRICH;PUERTO VARAS
ESCUELA RURAL JANEQUEO;PUERTO VARAS
ESCUELA RURAL HARDY MINTE BARTSCH;PUERTO VARAS
ESCUELA RURAL ELLA MINTE DE ROTH;PUERTO VARAS
ESCUELA RURAL EPSON DE ENSENADA;PUERTO VARAS
ESCUELA RURAL RICARDO ROTH SCHUTZ;PUERTO VARAS
COLEGIO GERMANIA DEL VERBO DIVINO;PUERTO VARAS
COLEGIO  BICENTENARIO FELMER NIKLITSCHEK;PUERTO VARAS
COLEGIO INMACULADA CONCEPCION PUERTO VARAS;PUERTO VARAS
ESCUELA PARTICULAR N.199 LINEA CRUZADA;PUERTO VARAS
ESCUELA PARTICULAR N.203 ALBERTO DROPPELMANN;PUERTO VARAS
ESCUELA PARTICULAR N.206 MARIA DOLORES;PUERTO VARAS
ESCUELA BASICA FRONTERIZA JUAN SOLER MANFREDINI;COCHAMÓ
ESCUELA RURAL JOHN KENNEDY;COCHAMÓ
ESCUELA RURAL SOBERANIA;COCHAMÓ
ESCUELA RURAL CRISTO REY;PUERTO VARAS
ESCUELA RURAL SANTA AGUEDA;COCHAMÓ
ESCUELA RURAL SAN ANTONIO;COCHAMÓ
ESCUELA RURAL CLOTILDE ALMONACID OLAVARRIA;COCHAMÓ
ESCUELA RURAL RIO PUELO;COCHAMÓ
ESCUELA RURAL LAS CAMELIAS;PUERTO VARAS
ESCUELA RURAL ESTUARIO DE RELONCAVI;COCHAMÓ
ESCUELA RURAL CAPITÀN DE BANDADA CARLOS RODRIGUEZ PARIS;COCHAMÓ
ESCUELA RURAL LA PENINSULA;PUERTO VARAS
ESCUELA RURAL PASO EL BOLSON;COCHAMÓ
ESCUELA RURAL LITORAL DE LLAGUEPE;COCHAMÓ
ESCUELA RURAL SANTA TERESITA DE LOS ANDES;COCHAMÓ
LICEO POLITECNICO CALBUCO;CALBUCO
ESCUELA EULOGIO GOYCOLEA GARAY;CALBUCO
ESCUELA RURAL SAN RAFAEL;CALBUCO
ESCUELA RURAL PARGUA;CALBUCO
ESCUELA RURAL EL SEMBRADOR;CALBUCO
ESCUELA RURAL EL ROSARIO;CALBUCO
ESCUELA RURAL ESTERO HUITO;CALBUCO
ESCUELA RURAL QUEULLIN;CALBUCO
ESCUELA RURAL CHAUQUEAR;CALBUCO
ESCUELA RURAL LOS PINIS;CALBUCO
ESCUELA RURAL QUETROLAUQUEN;CALBUCO
ESCUELA RURAL DAITAO;CALBUCO
ESCUELA RURAL QUENU;CALBUCO
ESCUELA RURAL CHAYAHUE;CALBUCO
ESCUELA RURAL ALONSO DE ERCILLA;CALBUCO
ESCUELA RURAL SOL DEL PACIFICO;CALBUCO
ESCUELA RURAL AGUANTAO;CALBUCO
ESCUELA RURAL MARIO MORALES BECA;CALBUCO
ESCUELA RURAL EL FARO ILTO;CALBUCO
ESCUELA RURAL EL DAO;CALBUCO
ESCUELA RURAL PUTENIO;CALBUCO
ESCUELA RURAL SAN JOSE;CALBUCO
ESCUELA RURAL PEDRO BARRIENTOS BARRIENTOS;CALBUCO
ESCUELA RURAL EL ESTERO RULO;CALBUCO
ESCUELA RURAL LA CAMPANA;CALBUCO
ESCUELA RURAL ISLA CHIDHUAPI;CALBUCO
ESCUELA RURAL SAN ANTONIO;CALBUCO
ESCUELA RURAL LOS BAJOS DE MAYELHUE;CALBUCO
ESCUELA RURAL CARMEN MIRANDA NAVARRO;CALBUCO
ESCUELA RURAL HUAPI ABTAO;CALBUCO
ESCUELA RURAL PEÑASMO;CALBUCO
ESCUELA RURAL EL AVELLANAL;CALBUCO
ESCUELA RURAL CHUCAGUA;CALBUCO
ESCUELA RURAL ISLA TABON;CALBUCO
ESCUELA RURAL MACHIL;CALBUCO
ESCUELA RURAL HUAYUN BAJO;CALBUCO
ESCUELA LIBERTADOR GENERAL BERNARDO O´HIGGINS RIQUELME;CALBUCO
COLEGIO SAN MIGUEL;CALBUCO
LICEO CAPITAN DE FRAGATA FRANCISCO VIDAL GORMAZ;MAULLIN
ESCUELA RURAL FRANCISCO CORTES OJEDA;MAULLIN
ESCUELA JOSE ABELARDO NUÑEZ;MAULLIN
ESCUELA ENCARNACION OLIVARES;MAULLIN
ESCUELA RURAL DORILA AGUILA AGUILAR;MAULLIN
ESCUELA RURAL PADRE NELSON AGUILAR ESPAÑA;MAULLIN
ESCUELA RURAL  TEOFISTO CARCAMO SERON;MAULLIN
ESCUELA RURAL CHUYAGUEN;MAULLIN
ESCUELA RURAL LOS ARCES;MAULLIN
ESCUELA RURAL JUANITA FERNANDEZ;MAULLIN
ESCUELA RURAL JUANITA GALLARDO;MAULLIN
ESCUELA RURAL PUELPUN;MAULLIN
ESCUELA RURAL ASTILLEROS;MAULLIN
ESCUELA RURAL FRANCISCO HERNANDEZ NAVARRO;MAULLIN
ESCUELA RURAL MARIO ENRIQUE GUZMAN ACEVEDO;MAULLIN
ESCUELA RURAL EL JARDIN DE OLMOPULLI;MAULLIN
ESCUELA RURAL SAN JORGE;MAULLIN
ESCUELA RURAL HILDA HUNQUEN;MAULLIN
ESCUELA PARTICULAR N.211 LAS ENCINAS;MAULLIN
COLEGIO BICENTENARIO DE DIFUSION ARTISTICA LOS ULMOS;LOS MUERMOS
ESCUELA RURAL CAÑITAS;LOS MUERMOS
ESCUELA RURAL PALIHUE;LOS MUERMOS
ESCUELA RURAL QUILLAGUA;LOS MUERMOS
ESCUELA RURAL HUAUTRUNES;LOS MUERMOS
ESCUELA RURAL CARACOL;LOS MUERMOS
ESCUELA RURAL SAN CARLOS;LOS MUERMOS
ESCUELA RURAL PARAGUAY CHICO EL GATO;LOS MUERMOS
ESCUELA RURAL ESTAQUILLA;LOS MUERMOS
ESCUELA RURAL MANUEL GATICA ARRIAGADA;LOS MUERMOS
ESCUELA RURAL EL MELI;LOS MUERMOS
ESCUELA RURAL EL SARAOS;LOS MUERMOS
ESCUELA RURAL PARAGUAY CHICO;LOS MUERMOS
COLEGIO RAMON ANGEL JARA;LOS MUERMOS
ESCUELA PARTICULAR N.216 MIRAMAR;LOS MUERMOS
ESCUELA PARTICULAR N.212 LA ESPERANZA;LOS MUERMOS
ESCUELA PARTICULAR N.213 EL LAUREL;LOS MUERMOS
ESCUELA PARTICULAR N.217 MIRAMAR BAJO;LOS MUERMOS
ESCUELA PARTICULAR N.221 ESTAQUILLA BAJO;LOS MUERMOS
ESCUELA PARTICULAR N.232 EL PROGRESO;LOS MUERMOS
ESCUELA RURAL SAN ANDRES;FRESIA
ESCUELA RURAL CAU-CAU;FRESIA
ESCUELA BASICA AGRICOLA HUEMPELEO;FRESIA
ESCUELA RURAL LUCILA GODOY ALCAYAGA;FRESIA
ESCUELA RURAL PATO LLICO;FRESIA
ESCUELA RURAL OLGA SOTO ALVARADO;FRESIA
ESCUELA RURAL RINCONADA;FRESIA
ESCUELA RURAL ENTRE RIOS;FRESIA
ESCUELA RURAL LINEA SIN NOMBRE;FRESIA
ESCUELA RURAL PARGA;FRESIA
LICEO CARLOS IBAÑEZ DEL CAMPO;FRESIA
COLEGIO PURISIMO CORAZON DE MARIA;FRESIA
ESCUELA RURAL SANTA MONICA;FRESIA
ESCUELA RURAL EL PEUCHEN;FRESIA
ESCUELA PARTICULAR N. 224 PICHI MAULE;FRESIA
ESCUELA PARTICULAR N. 225 LA ARAÑA;FRESIA
ESCUELA PARTICULAR N. 226 LAS CUYAS;FRESIA
ESCUELA PARTICULAR N. 228 EL PATO DE LLICO;FRESIA
ESCUELA PARTICULAR N. 231 SAN ANTONIO;FRESIA
LICEO BICENTENARIO POLITECNICO HOLANDA;LLANQUIHUE
ESCUELA INES GALLARDO ALVARADO;LLANQUIHUE
ESCUELA BASICA GABRIELA MISTRAL;LLANQUIHUE
ESCUELA RURAL LOS PELLINES;LLANQUIHUE
ESCUELA RURAL LONCOTORO;LLANQUIHUE
ESCUELA RURAL LINEA SOLAR;LLANQUIHUE
ESCUELA RURAL COLEGUAL;LLANQUIHUE
ESCUELA RURAL COLIGUAL SAN JUAN;LLANQUIHUE
ESCUELA PARTICULAR N.239 LOS VOLCANES;LLANQUIHUE
LICEO INDUSTRIAL CHILENO-ALEMAN;FRUTILLAR
ESCUELA ARTURO ALESSANDRI PALMA;FRUTILLAR
ESCUELA BERNARDO PHILIPPI;FRUTILLAR
ESCUELA RURAL LOS LINARES DE CASMA;FRUTILLAR
ESCUELA RURAL MARIO PEREZ NAVARRO;FRUTILLAR
ESCUELA RURAL PARAGUAY;FRUTILLAR
ESCUELA CARLOS SPRINGER NIKLITSCHEK;FRUTILLAR
COLEGIO PARTICULAR N. 244 `MADRE DE DIOS`;FRUTILLAR
ESCUELA RURAL COLONIA SAN MARTIN;FRUTILLAR
COLEGIO ICEBERG;CALBUCO
ESCUELA PARTICULAR N. 240 LA HUACHA;FRUTILLAR
ESCUELA PARTICULAR N.241 LA PAZ;FRUTILLAR
ESCUELA PARTICULAR N.247 EL RETAMO;FRUTILLAR
INSTITUTO ALEMAN DE FRUTILLAR;FRUTILLAR
LICEO POLITECNICO DE CASTRO;CASTRO
LICEO GALVARINO RIVEROS CARDENAS;CASTRO
ESCUELA LUIS URIBE DIAZ;CASTRO
ESCUELA INES MUNOZ DE GARCIA;CASTRO
LICEO AYTUE;CASTRO
ESCUELA RURAL PEDRO VELAZQUEZ BONTES;CASTRO
ESCUELA RURAL CURAHUE;CASTRO
ESCUELA RURAL ANA NELLY OYARZUN CARTES;CASTRO
ESCUELA RURAL MIRTA OYARZO VERA;CASTRO
ESCUELA RURAL MANUELA CARDENAS BARRIA;CASTRO
ESCUELA RURAL QUILQUICO;CASTRO
ESCUELA RURAL PAUL HARRIS;CASTRO
ESCUELA RURAL PUACURA;CASTRO
ESCUELA RURAL ERMELINDA SANCHEZ DE CIFUENTES;CASTRO
ESCUELA DE ADULTOS DE CASTRO;CASTRO
ESCUELA RURAL OLINDA BORQUEZ BORQUEZ;CASTRO
ESCUELA RURAL LA CHACRA;CASTRO
ESCUELA RURAL INES BAZAN;CASTRO
ESCUELA RURAL LOS ANGELES;CASTRO
ESCUELA RURAL LOS ROBLES;CASTRO
ESCUELA RURAL SAN MIGUEL;CASTRO
LICEO POLIVALENTE DE ANCUD;ANCUD
ESCUELA PUDETO;ANCUD
ESCUELA ANEXA;ANCUD
ESCUELA YERBAS BUENAS;ANCUD
ESCUELA RURAL VILLA CHACAO;ANCUD
ESCUELA FATIMA;ANCUD
ESCUELA RURAL EL PALOMAR;ANCUD
ESCUELA RURAL SENDA CHACAO;ANCUD
ESCUELA RURAL MANAO;ANCUD
ESCUELA RURAL PUNTA CHILEN;ANCUD
ESCUELA RURAL NAL;ANCUD
ESCUELA RURAL QUILAR;ANCUD
ESCUELA RURAL COGOMO;ANCUD
ESCUELA RURAL CUMBRE DE LECAM;ANCUD
ESCUELA RURAL SAN MIGUEL DE COÑIMO;ANCUD
ESCUELA RURAL LUIS ALBERTO SEGOVIA ROSS;ANCUD
ESCUELA RURAL CAIPULLI;ANCUD
ESCUELA RURAL AGUAS BUENAS;ANCUD
ESCUELA RURAL PUGUEÑUN;ANCUD
ESCUELA RURAL COCOTUE;ANCUD
ESCUELA RURAL SOL DEL PACIFICO;ANCUD
ESCUELA RURAL HUELDEN;ANCUD
ESCUELA RURAL BAHIA LINAO;ANCUD
ESCUELA RURAL PUENTE PUNTRA;ANCUD
LICEO BICENTENARIO DE ANCUD;ANCUD
SEMINARIO CONCILIAR DE ANCUD;ANCUD
LICEO COMERCIAL EL PILAR;ANCUD
LICEO BICENTENARIO QUEMCHI;QUEMCHI
ESCUELA RURAL JUAN VICTORINO TANGOL;DALCAHUE
ESCUELA RURAL AQUELARRE;QUEMCHI
ESCUELA RURAL LLIUCO;QUEMCHI
ESCUELA RURAL MORRO LOBOS ALTO;QUEMCHI
ESCUELA RURAL HUITE;QUEMCHI
ESCUELA RURAL MONTEMAR;QUEMCHI
ESCUELA RURAL QUINTERQUEN;QUEMCHI
ESCUELA RURAL SANTA ROSA;QUEMCHI
ESCUELA RURAL PIDO;QUEMCHI
ESCUELA RURAL CAUCAHUE;QUEMCHI
ESCUELA RURAL AUCAR;QUEMCHI
ESCUELA RURAL QUELER;QUEMCHI
ESCUELA RURAL TOCOIHUE;DALCAHUE
ESCUELA RURAL MALUCO;QUEMCHI
ESCUELA DE AULIN;QUEMCHI
ESCUELA RURAL LINDA VISTA;QUEMCHI
ESCUELA RURAL CONEB;QUEMCHI
ESCUELA RURAL TAC;QUEMCHI
ESCUELA RURAL ARCHIPIELAGO;QUEMCHI
ESCUELA RURAL CHENIAO;QUEMCHI
ESCUELA RURAL SAN JOSE;QUEMCHI
ESCUELA RURAL BORDEMAR VILLA MECHUQUE;QUEMCHI
ESCUELA RURAL NAYAHUE;QUEMCHI
ESCUELA RURAL CESAR GOMEZ GARCIA;DALCAHUE
ESCUELA RURAL MALLINLEMU;DALCAHUE
ESCUELA RURAL CARIHUEICO;DALCAHUE
ESCUELA RURAL EL PRADO;DALCAHUE
ESCUELA RURAL DALLICO;DALCAHUE
ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA;DALCAHUE
ESCUELA RURAL CALEN;DALCAHUE
ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE;DALCAHUE
ESCUELA RURAL CULDEO;DALCAHUE
ESCUELA BASICA DALCAHUE;DALCAHUE
LICEO ALFREDO DEL CARMEN BARRIA OYARZUN;CURACO DE VÉLEZ
ESCUELA RURAL CHULLEC;CURACO DE VÉLEZ
ESCUELA RURAL TOLQUIEN;CURACO DE VÉLEZ
ESCUELA RURAL EDUARDO FREI MONTALVA;CURACO DE VÉLEZ
ESCUELA RURAL VISTA HERMOSA;CURACO DE VÉLEZ
ESCUELA RURAL HUYAR BAJO;CURACO DE VÉLEZ
ESCUELA RURAL HUYAR ALTO;CURACO DE VÉLEZ
ESCUELA RURAL SAN JAVIER;CURACO DE VÉLEZ
ESCUELA RURAL HUENAO;CURACO DE VÉLEZ
LICEO BICENTENARIO INSULAR;QUINCHAO
ESCUELA RURAL LA CAPILLA;QUINCHAO
ESCUELA RURAL OSTRICULTURA;QUINCHAO
ESCUELA RURAL FRANCISCO DE VILLAGRA;QUINCHAO
ESCUELA RURAL ALAO;QUINCHAO
ESCUELA RURAL METAHUE;QUINCHAO
ESCUELA RURAL LA VILLA;QUINCHAO
ESCUELA RURAL AMANECER 2000;QUINCHAO
ESCUELA RURAL LLINGUA;QUINCHAO
ESCUELA RURAL LOS PINOS;QUINCHAO
ESCUELA RURAL LA CAPILLA;QUINCHAO
ESCUELA RURAL TERESA CARDENAS DE PAREDES;QUINCHAO
ESCUELA RURAL SAN FRANCISCO;QUINCHAO
LICEO PARTICULAR RAMON FREIRE;QUINCHAO
ESCUELA PUQUELDON;PUQUELDÓN
ESCUELA RURAL LAS LAGUNAS;PUQUELDÓN
ESCUELA RURAL SAN JUAN DE LINCAY;PUQUELDÓN
ESCUELA RURAL SAN AGUSTIN;PUQUELDÓN
ESCUELA RURAL LAS CAMPANAS;PUQUELDÓN
ESCUELA RURAL DETIF;PUQUELDÓN
ESCUELA RURAL SANTA ROSA;PUQUELDÓN
