Nombre;Ciudad;Capacidad
Estadio El Roble;Chillán;1000
Complejo Deportivo Río Viejo;Chillán;1000
Campo Deportivo Colegio Seminario Padre Alberto Hurtado;Chillán;1000
Estadio Municipal de Pinto;Pinto;1000
Estadio Municipal José Fuentes Espinoza;Florida;1000
Complejo Deportivo ANFA Chiguayante;Concepción (Chiguayante);1000
Estadio Municipal de Carampangue;Arauco (Carampangue);1000
Estadio Municipal Laureano Rosales;Futrono;1000
Estadio Municipal Roberto Echeverría Boutaud;Cunco;1000
Estadio Municipal de Melipeuco;Melipeuco;1000
Estadio Municipal de Alerce;Puerto Montt (Alerce);1000
Estadio Antonio Varas;Puerto Montt;1000
Estadio Luis Cruchaga;Curacaví;1000
Complejo Deportivo Alexander Kurtovic;Tocopilla;1000
Centro Deportivo y Recreacional Villa Esperanza;Antofagasta;1000
Stade Francais;Santiago (Las Condes);1000
Estadio El Bosque de Santa Inés;Viña del Mar;1000
Estadio Contraloría;Santiago (La Florida);1000
Estadio El Parrón;Buin (Alto Jahuel);1000
Estadio El Cacique;Buin;1000
Estadio Municipal de Cerrillos;Santiago (Cerrillos);1000
Estadio C.T.I.;Santiago (Maipú);1000
Estadio Víctor Braun Page;María Pinto;1000
Estadio Old Grangonian Club;Colina (Chamisero);1000
Estadio Municipal de Til Til;Til Til;1000
Estadio Polpaico;Til Til (Cerro Blanco);1000
Estadio Municipal Rafael Olate;Papudo;1000
Estadio Municipal de El Tabo;El Tabo;1000
Estadio Huracán de Llolleo;San Antonio (Llolleo);1000
Estadio Marista de Rancagua;Rancagua;1000
Pista Atlética Patricio Mekis;Rancagua;1000
Estadio Colegio Los Cipreses;Doñihue (Lo Miranda);1000
Complejo Deportivo Agrosuper;Doñihue (Lo Miranda);1000
Estadio Municipal Guillermo Chacón;Machalí;1000
Estadio Froilán Naranjo;Requínoa (Los Lirios);1000
Estadio Municipal de Peumo;Peumo;1000
Estadio Municipal de Chanco;Chanco;1000
Estadio Municipal Aquiles Sani Guilardoni;Hualañé;1000
Estadio Tineo Park;Concepción (Penco);1000
Estadio Aníbal Pinto;Concepción;1000
Estadio Fiscal de Hualqui;Hualqui;1000
Estadio Municipal de Calle Larga;Calle Larga;1000
Estadio Municipal de San Esteban;San Esteban;1000
Estadio Minas Melón;Nogales (El Melón);1000
Estadio Municipal de Santa Juana;Santa Juana;1000
Estadio Municipal de Canela Robinson Estay Zepeda;Canela;1000
Estadio Atlético Club Deportivo Refinería Concón;Concón;1000
Estadio Municipal de Catapilco;Zapallar (Catapilco);1000
Estadio Cachagua;Zapallar (Cachagua);1000
Estadio Litoral Maitencillo;Puchuncaví (Maitencillo);1000
Estadio Carlos García;Viña del Mar (Reñaca Alto);1000
Estadio Municipal Miraflores;Viña del Mar;1000
Estadio Club Deportivo Ritoque;Quintero;1000
Estadio Municipal de Chépica;Chépica;1000
Estadio Municipal de Las Cabras;Las Cabras;1000
Estadio Municipal de Colbún;Colbún;1000
Estadio Municipal de Sagrada Familia;Sagrada Familia;1000
Estadio Aldea del Encuentro;Santiago (La Reina);1000
Estadio Municipal de Lontué;Molina (Lontué);1000
Complejo Deportivo Amador Donoso;Santiago (Puente Alto);1000
Campo Deportivo Parque Pierre Dubois;Santiago (Pedro Aguirre Cerda);1000
Estadio Club Deportivo Maule;Maule;1000
Estadio Club Deportivo Colo Colo San Javier;San Javier;1000
Estadio Municipal de Pelequén;Malloa (Pelequén);1000
Estadio Municipal de Rosario;Rengo (Rosario);1000
Estadio Municipal N°2 de Salamanca;Salamanca;1000
Estadio Municipal de La Cruz;La Cruz;1000
Complejo Deportivo de El Monte;El Monte;1000
Estadio Municipal de Gultro;Olivar (Gultro);1000
Complejo Deportivo Bicentenario;Río Bueno;1000
Estadio José Fernández;Puchuncaví (Los Maitenes);1000
Estadio Club Deportivo Pullally;Papudo (Pullally);1000
Estadio Juan Uribe Barrientos;Quellón;1000
Estadio Pudeto;Ancud (Pudeto);1000
Complejo Deportivo Lideinsenoba;Santiago (Cerro Navia);1000
Complejo Deportivo Freddy Carvajal;Coquimbo (Punta Mira);1000
Estadio Maximiliano Cáceres (Covigra);Graneros;1000
Estadio Santa Teresa de la Torina;Pichidegua;1000
Estadio Cóndor de Pichidegua;Pichidegua;1000
Estadio Unión La Vega;Cabildo (La Vega);1000
Estadio Tricolor La Chimba;La Ligua;1000
