(16108, 0, 1, 1, 2)
(16305, 0, 1, 1, 2)
(16109, 0, 1, 1, 2)
(16203, 0, 1, 1, 2)
(15102, 1, 0, 1, 2)
(16206, 1, 0, 1, 2)
(16301, 0, 1, 1, 2)
(13303, 1, 0, 1, 2)
(12402, 1, 0, 1, 2)
(12401, 1, 0, 1, 2)
(4105, 1, 0, 1, 2)
(7403, 1, 0, 1, 2)
(9105, 1, 0, 1, 2)
(9108, 1, 0, 1, 2)
(7102, 1, 0, 1, 2)
(6310, 1, 0, 1, 2)
(9116, 1, 0, 1, 2)
(9119, 1, 0, 1, 2)
(9201, 1, 0, 1, 2)
(9202, 1, 0, 1, 2)
(6303, 0, 1, 1, 2)
(7108, 1, 0, 1, 2)
(9102, 1, 0, 1, 2)
(7408, 0, 1, 1, 2)
(7402, 1, 0, 1, 2)
(8105, 0, 1, 1, 2)
(7307, 0, 1, 1, 2)
(8205, 0, 1, 1, 2)
(7306, 0, 1, 1, 2)
(8304, 1, 0, 1, 2)
(7110, 0, 1, 1, 2)
(7109, 1, 0, 1, 2)
(7405, 1, 0, 1, 2)
(10102, 1, 0, 1, 2)
(8106, 0, 1, 1, 2)
(5803, 0, 1, 1, 2)
(6107, 1, 0, 1, 2)
(6112, 0, 1, 1, 2)
(5802, 0, 1, 1, 2)
(10202, 1, 0, 1, 2)
(10304, 1, 0, 1, 2)
(6111, 1, 1, 0, 2)
(5706, 0, 1, 1, 2)
(10210, 1, 0, 1, 2)
(6104, 0, 0, 1, 1)
(13404, 0, 1, 0, 1)
(12101, 1, 0, 0, 1)
(12102, 1, 0, 0, 1)
(9112, 0, 0, 1, 1)
(13605, 0, 1, 0, 1)
(7304, 0, 0, 1, 1)
(11201, 0, 0, 1, 1)
(5504, 0, 1, 0, 1)
(7308, 0, 0, 1, 1)
(6117, 0, 0, 1, 1)
(5703, 0, 0, 1, 1)
(13603, 0, 1, 0, 1)
(6116, 0, 1, 0, 1)
(13302, 0, 1, 0, 1)
(13202, 0, 1, 0, 1)
(13403, 0, 1, 0, 1)
(13501, 0, 1, 0, 1)
(6109, 0, 1, 0, 1)
(13301, 0, 1, 0, 1)
(13602, 0, 1, 0, 1)
(6114, 0, 1, 0, 1)
(13201, 0, 0, 0, 0)
(13119, 0, 0, 0, 0)
(8103, 0, 0, 0, 0)
(13115, 0, 0, 0, 0)
(13112, 0, 0, 0, 0)
(8107, 0, 0, 0, 0)
(13125, 0, 0, 0, 0)
(12202, 0, 0, 0, 0)
(6105, 0, 0, 0, 0)
(6108, 0, 0, 0, 0)
(13604, 0, 0, 0, 0)
(7105, 0, 0, 0, 0)
(13122, 0, 0, 0, 0)
(5303, 0, 0, 0, 0)
(5804, 0, 0, 0, 0)
